#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,last,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,car,class
,,0,,,2024-07-14T19:23:00.074Z,0,PowerMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0,MotorControlMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0.0,AcceleratorPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0.0,RegenerationVRPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0,DigitSWPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0.0,OutputTargetValue,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,2,DriveActionStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0,RegenerationStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.074Z,0,AnalogSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,MotorCurrentSensorUError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,MotorCurrentSensorWError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,FETThermistorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,BatteryVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,BatteryCurrentSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,BatteryCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,MotorCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,AcceleratorPositionError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU2,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,ControllerVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU3,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,PowerSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,OverCurrentError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU4,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,OverVoltageError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU5,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,OverCurrentLimit,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU6,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,MotorSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,MotorLock,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,HallSensorShort,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,HallSensorOpen,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,RFU7,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.074Z,0,OverHeatLevel,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.105Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.105Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.117Z,1.693751430567,PackCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,12.429,SuppBattVoltage,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0.0,LVCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0,PackOverDischargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0,PackOverChargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0,DOC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0,COC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0,ResetFromWatchdog,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,0,ESTOP_Pressed,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.117Z,31,VicorHeatSinkTemp,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.155Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.155Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.155Z,3,DriveState,MCB,Brightside,MCBDriveState
,,0,,,2024-07-14T19:23:00.155Z,1376,ThrottleADCReading,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.155Z,0,PedalADCOutOfRange,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.155Z,1,RegenEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.155Z,0,CruiseControlEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.155Z,0,MechBrakePressed,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.155Z,0,MDICommFault,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.205Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.205Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.217Z,2,RequestForFrames,MC,Brightside,MitsubaDataRequest
,,0,,,2024-07-14T19:23:00.217Z,0,BridgePWM,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,MotorCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,Velocity,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,BusCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,BusVoltUpperLim,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,BusVoltLowerLim,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,HeadsinkTemp,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,Reserved,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,HardwareOverCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,SoftwareOverCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,DCBusOverVoltage,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,BadMotorPosHallSeq,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,WatchdogCausedLast,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,ConfigReadError,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,A15VRailUnderVoltLock,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,Reserved2,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,ActiveMotor,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,0,Reserved3,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.217Z,118,BusVoltage,MDI,Brightside,BusMeasurement
,,0,,,2024-07-14T19:23:00.217Z,0,BusCurrent,MDI,Brightside,BusMeasurement
,,0,,,2024-07-14T19:23:00.217Z,0.0,MotorVelocity,MDI,Brightside,VelocityMeasurement
,,0,,,2024-07-14T19:23:00.217Z,0.0,VehicleVelocity,MDI,Brightside,VelocityMeasurement
,,0,,,2024-07-14T19:23:00.255Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.255Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.255Z,3,DriveState,MCB,Brightside,MCBDriveState
,,0,,,2024-07-14T19:23:00.255Z,1363,ThrottleADCReading,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.255Z,0,PedalADCOutOfRange,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.255Z,1,RegenEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.255Z,0,CruiseControlEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.255Z,0,MechBrakePressed,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.255Z,0,MDICommFault,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.273Z,118.5,BatteryVoltage,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,0,BatteryCurrent,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,0,BatteryCurrentDirection,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,0,MotorCurrentPeakAverage,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,35,FETTemperature,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,0,MotorRotatingSpeed,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,0.0,PWMDuty,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.273Z,0.0,LeadAngle,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.274Z,0,PowerMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0,MotorControlMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0.0,AcceleratorPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0.0,RegenerationVRPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0,DigitSWPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0.0,OutputTargetValue,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,2,DriveActionStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0,RegenerationStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.274Z,0,AnalogSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,MotorCurrentSensorUError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,MotorCurrentSensorWError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,FETThermistorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,BatteryVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,BatteryCurrentSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,BatteryCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,MotorCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,AcceleratorPositionError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU2,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,ControllerVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU3,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,PowerSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,OverCurrentError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU4,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,OverVoltageError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU5,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,OverCurrentLimit,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU6,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,MotorSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,MotorLock,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,HallSensorShort,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,HallSensorOpen,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,RFU7,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.274Z,0,OverHeatLevel,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.305Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.305Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.327Z,1.8616006714339999,PackCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,12.429,SuppBattVoltage,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0.0,LVCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0,PackOverDischargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0,PackOverChargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0,DOC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0,COC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0,ResetFromWatchdog,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,0,ESTOP_Pressed,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.327Z,31,VicorHeatSinkTemp,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.337Z,0,Second,MEMORATOR,Brightside,RTCTimestamp
,,0,,,2024-07-14T19:23:00.337Z,23,Minute,MEMORATOR,Brightside,RTCTimestamp
,,0,,,2024-07-14T19:23:00.337Z,2,Hour,MEMORATOR,Brightside,RTCTimestamp
,,0,,,2024-07-14T19:23:00.337Z,15,Day,MEMORATOR,Brightside,RTCTimestamp
,,0,,,2024-07-14T19:23:00.337Z,7,Month,MEMORATOR,Brightside,RTCTimestamp
,,0,,,2024-07-14T19:23:00.337Z,24,Year,MEMORATOR,Brightside,RTCTimestamp
,,0,,,2024-07-14T19:23:00.355Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.355Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.355Z,3,DriveState,MCB,Brightside,MCBDriveState
,,0,,,2024-07-14T19:23:00.355Z,1377,ThrottleADCReading,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.355Z,0,PedalADCOutOfRange,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.355Z,1,RegenEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.355Z,0,CruiseControlEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.355Z,0,MechBrakePressed,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.355Z,0,MDICommFault,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.405Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.405Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.417Z,2,RequestForFrames,MC,Brightside,MitsubaDataRequest
,,0,,,2024-07-14T19:23:00.417Z,0,BridgePWM,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,MotorCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,Velocity,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,BusCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,BusVoltUpperLim,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,BusVoltLowerLim,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,HeadsinkTemp,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,Reserved,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,HardwareOverCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,SoftwareOverCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,DCBusOverVoltage,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,BadMotorPosHallSeq,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,WatchdogCausedLast,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,ConfigReadError,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,A15VRailUnderVoltLock,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,Reserved2,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,ActiveMotor,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,0,Reserved3,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.417Z,118,BusVoltage,MDI,Brightside,BusMeasurement
,,0,,,2024-07-14T19:23:00.417Z,0,BusCurrent,MDI,Brightside,BusMeasurement
,,0,,,2024-07-14T19:23:00.417Z,0.0,MotorVelocity,MDI,Brightside,VelocityMeasurement
,,0,,,2024-07-14T19:23:00.417Z,0.0,VehicleVelocity,MDI,Brightside,VelocityMeasurement
,,0,,,2024-07-14T19:23:00.455Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.455Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.455Z,3,DriveState,MCB,Brightside,MCBDriveState
,,0,,,2024-07-14T19:23:00.455Z,1375,ThrottleADCReading,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.455Z,0,PedalADCOutOfRange,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.455Z,1,RegenEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.455Z,0,CruiseControlEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.455Z,0,MechBrakePressed,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.455Z,0,MDICommFault,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.473Z,118.5,BatteryVoltage,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,0,BatteryCurrent,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,0,BatteryCurrentDirection,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,0,MotorCurrentPeakAverage,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,35,FETTemperature,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,0,MotorRotatingSpeed,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,0.0,PWMDuty,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.473Z,0.0,LeadAngle,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:23:00.474Z,0,PowerMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0,MotorControlMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0.0,AcceleratorPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0.0,RegenerationVRPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0,DigitSWPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0.0,OutputTargetValue,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,2,DriveActionStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0,RegenerationStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:23:00.474Z,0,AnalogSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,MotorCurrentSensorUError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,MotorCurrentSensorWError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,FETThermistorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,BatteryVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,BatteryCurrentSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,BatteryCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,MotorCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,AcceleratorPositionError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU2,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,ControllerVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU3,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,PowerSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,OverCurrentError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU4,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,OverVoltageError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU5,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,OverCurrentLimit,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU6,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,MotorSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,MotorLock,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,HallSensorShort,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,HallSensorOpen,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,RFU7,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.474Z,0,OverHeatLevel,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:23:00.505Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.505Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.537Z,1.693751430567,PackCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,12.429,SuppBattVoltage,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0.0,LVCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0,PackOverDischargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0,PackOverChargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0,DOC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0,COC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0,ResetFromWatchdog,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,0,ESTOP_Pressed,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.537Z,31,VicorHeatSinkTemp,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:23:00.555Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.555Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.555Z,3,DriveState,MCB,Brightside,MCBDriveState
,,0,,,2024-07-14T19:23:00.555Z,1377,ThrottleADCReading,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.555Z,0,PedalADCOutOfRange,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.555Z,1,RegenEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.555Z,0,CruiseControlEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.555Z,0,MechBrakePressed,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.555Z,0,MDICommFault,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:23:00.605Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.605Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:23:00.617Z,2,RequestForFrames,MC,Brightside,MitsubaDataRequest
,,0,,,2024-07-14T19:23:00.617Z,0,BridgePWM,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.617Z,0,MotorCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:23:00.617Z,0,Velocity,MDI,Brightside,StatusInfo
